State,District,Block Name,Total Habitations as on 01/04/2022,Non PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations
,,Block Name,Total Habitations as on 01/04/2022,Non PWS Habitations,With FHTC Coverage = 0 %,With FHTC Coverage = 0 %,With FHTC Coverage = 0 %,With FHTC Coverage >0 and <25 %,With FHTC Coverage >0 and <25 %,With FHTC Coverage >0 and <25 %,With FHTC Coverage >=25 and <50 %,With FHTC Coverage >=25 and <50 %,With FHTC Coverage >=25 and <50 %,With FHTC Coverage >=50 and <75 %,With FHTC Coverage >=50 and <75 %,With FHTC Coverage >=50 and <75 %,With FHTC Coverage >=75 and <100 %,With FHTC Coverage >=75 and <100 %,With FHTC Coverage >=75 and <100 %,With FHTC Coverage >=100 %,With FHTC Coverage >=100 %,With FHTC Coverage >=100 %
,,Block Name,Total Habitations as on 01/04/2022,Non PWS Habitations,Habs,House Holds,House Connectons,Habs,House Holds,House Connectons,Habs,House Holds,House Connectons,Habs,House Holds,House Connectons,Habs,House Holds,House Connectons,Habs,House Holds,House Connectons
,,Total,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,"8,827","8,827"
Rajasthan,Ajmer,Ajmer Rural,214,8,134,19424,0,13,4909,512,9,4190,1561,14,3794,2330,16,5666,5342,20,8428,8428
Rajasthan,Ajmer,Arain,147,2,71,6593,0,15,1241,99,16,2029,722,18,4841,2894,19,5699,4997,6,1851,1851
Rajasthan,Ajmer,Bhinay,151,29,87,13537,0,7,1803,204,10,3178,956,7,1738,1138,6,5580,4936,5,881,881
Rajasthan,Ajmer,Jawaja,591,1,472,24526,0,20,2558,282,15,1902,708,21,2124,1251,25,5044,4606,37,5268,5268
Rajasthan,Ajmer,Kekri,90,0,61,8376,0,8,348,18,2,1069,469,6,5495,3468,11,4502,3757,2,460,460
Rajasthan,Ajmer,Kishangarh Silora,382,2,330,22054,0,8,1493,181,2,104,35,13,3822,2264,10,3629,3355,17,4307,4307
Rajasthan,Ajmer,Masooda,495,198,262,22088,0,17,2816,209,5,3135,1314,4,4066,2720,6,2928,2593,3,958,958
