State,District,Block Name,Total Habitations as on 01/04/2022,Non PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations
,,Block Name,Total Habitations as on 01/04/2022,Non PWS Habitations,With FHTC Coverage = 0 %,With FHTC Coverage = 0 %,With FHTC Coverage = 0 %,With FHTC Coverage >0 and <25 %,With FHTC Coverage >0 and <25 %,With FHTC Coverage >0 and <25 %,With FHTC Coverage >=25 and <50 %,With FHTC Coverage >=25 and <50 %,With FHTC Coverage >=25 and <50 %,With FHTC Coverage >=50 and <75 %,With FHTC Coverage >=50 and <75 %,With FHTC Coverage >=50 and <75 %,With FHTC Coverage >=75 and <100 %,With FHTC Coverage >=75 and <100 %,With FHTC Coverage >=75 and <100 %,With FHTC Coverage >=100 %,With FHTC Coverage >=100 %,With FHTC Coverage >=100 %
,,Block Name,Total Habitations as on 01/04/2022,Non PWS Habitations,Habs,House Holds,House Connectons,Habs,House Holds,House Connectons,Habs,House Holds,House Connectons,Habs,House Holds,House Connectons,Habs,House Holds,House Connectons,Habs,House Holds,House Connectons
,,Total,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,"8,827","8,827"
Uttarakhand,Ballia,Almora,5158,0,1129,20181,0,581,16211,1661,278,9129,3480,363,11781,7310,644,24970,22651,2163,46597,46597
Uttarakhand,Ballia,Bageshwar,2721,0,26,238,0,75,1337,172,84,1231,456,169,3046,1934,772,20934,19253,1595,28244,28244
Uttarakhand,Ballia,Chamoli,3158,1,79,1516,0,36,711,96,59,845,310,100,1196,730,1032,35597,33831,1851,37781,37781
Uttarakhand,Ballia,Champawat,2243,0,252,2308,0,64,1384,173,111,2528,957,255,4738,2958,568,16969,15300,993,20035,20035
Uttarakhand,Ballia,Dehradun,2473,0,48,174,0,6,106,12,28,523,176,84,1451,923,480,53527,52519,1827,71950,71950
Uttarakhand,Ballia,Haridwar,606,13,65,8922,0,29,11534,1598,66,40011,15938,98,52724,32974,259,123835,113609,76,28731,28731
Uttarakhand,Ballia,Nainital,2676,1,284,6279,0,723,19900,2000,292,12805,4760,274,14473,9065,491,41400,37997,611,18760,18760
Uttarakhand,Ballia,PAURI GARHWAL,4663,3,404,5562,0,309,6638,762,343,8054,3040,574,14255,9045,1491,47077,43216,1539,34740,34740
Uttarakhand,Ballia,Pithoragarh,4695,0,364,4282,0,264,5630,592,243,5873,2215,374,10053,6296,835,22198,20202,2615,47443,47443
Uttarakhand,Ballia,Rudra Prayag,1635,0,145,2287,0,60,2779,336,100,4436,1793,126,6532,4137,345,16176,14839,859,24569,24569
Uttarakhand,Ballia,Tehri Garhwal,5478,3,414,3785,0,336,5359,697,344,7052,2697,501,13484,8404,1352,54705,50499,2528,50696,50696
Uttarakhand,Ballia,Udam Singh Nagar,970,0,130,8292,0,136,31314,4165,148,26189,9854,210,50825,31908,259,65138,58869,87,19471,19471
Uttarakhand,Ballia,Uttar Kashi,2233,0,247,2588,0,50,1197,145,87,2731,1041,188,6397,4115,434,19222,17622,1227,39675,39675
