State,District,Block Name,Total Habitations as on 01/04/2021,Non PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations
,,Block Name,Total Habitations as on 01/04/2021,Non PWS Habitations,With FHTC Coverage = 0 %,With FHTC Coverage = 0 %,With FHTC Coverage = 0 %,With FHTC Coverage >0 and <25 %,With FHTC Coverage >0 and <25 %,With FHTC Coverage >0 and <25 %,With FHTC Coverage >=25 and <50 %,With FHTC Coverage >=25 and <50 %,With FHTC Coverage >=25 and <50 %,With FHTC Coverage >=50 and <75 %,With FHTC Coverage >=50 and <75 %,With FHTC Coverage >=50 and <75 %,With FHTC Coverage >=75 and <100 %,With FHTC Coverage >=75 and <100 %,With FHTC Coverage >=75 and <100 %,With FHTC Coverage >=100 %,With FHTC Coverage >=100 %,With FHTC Coverage >=100 %
,,Block Name,Total Habitations as on 01/04/2021,Non PWS Habitations,Habs,House Holds,House Connectons,Habs,House Holds,House Connectons,Habs,House Holds,House Connectons,Habs,House Holds,House Connectons,Habs,House Holds,House Connectons,Habs,House Holds,House Connectons
,,Total,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,"8,827","8,827"
Jammu & Kashmir,Anantnag,Achabal,51,0,2,204,0,4,650,78,13,3437,1397,16,4377,2612,9,2151,1862,7,655,655
Jammu & Kashmir,Anantnag,Anantnag,50,0,0,0,0,2,137,19,2,292,113,11,2425,1556,11,2231,1913,24,4245,4245
Jammu & Kashmir,Anantnag,Bijibehara,92,0,8,390,0,4,373,20,17,2130,819,21,3210,2061,32,7397,6607,10,832,832
Jammu & Kashmir,Anantnag,Breng,44,0,0,0,0,4,946,151,15,4913,1984,12,4897,3022,4,1547,1342,9,447,447
Jammu & Kashmir,Anantnag,Chathergul,37,0,2,84,0,19,1860,195,8,1390,518,2,433,295,2,396,304,4,736,736
Jammu & Kashmir,Anantnag,Dachnipora,65,1,0,0,0,2,174,39,7,342,139,14,2104,1379,25,4854,4502,16,3418,3418
Jammu & Kashmir,Anantnag,Hiller Shahabad,44,0,6,393,0,2,364,39,5,684,291,14,1170,705,12,1201,1086,5,296,296
Jammu & Kashmir,Anantnag,Khoveripora,161,0,17,946,0,27,1467,172,32,2105,813,30,2698,1737,46,3605,3213,9,794,794
Jammu & Kashmir,Anantnag,Larnoo,49,0,1,207,0,12,2132,305,21,5055,1774,9,1574,940,2,67,54,4,503,503
Jammu & Kashmir,Anantnag,Pahalgam,66,0,4,127,0,6,386,86,20,2001,766,11,962,613,17,1930,1753,8,685,685
Jammu & Kashmir,Anantnag,Qazigund (Partly),38,0,1,96,0,6,549,51,7,299,118,9,512,325,13,1291,1145,2,323,323
Jammu & Kashmir,Anantnag,Sagam,43,0,5,424,0,10,322,27,15,3287,1330,7,3091,2005,2,118,104,4,467,467
Jammu & Kashmir,Anantnag,Shahabad,57,0,1,38,0,9,1113,181,11,930,373,18,3077,1908,13,2205,1881,5,1031,1031
Jammu & Kashmir,Anantnag,Shangus,39,0,0,0,0,10,898,110,13,2655,1134,9,2074,1333,1,344,277,6,1370,1370
Jammu & Kashmir,Anantnag,Verinag,52,0,7,214,0,5,491,60,4,403,153,17,2173,1405,16,2495,2151,3,338,338
Jammu & Kashmir,Anantnag,Vessu,49,0,5,367,0,5,179,26,7,783,286,11,868,532,19,1804,1591,2,139,139
Jammu & Kashmir,Bandipora,Aloosa,57,5,1,122,0,8,1105,135,18,2508,920,5,529,310,17,1572,1419,3,245,245
Jammu & Kashmir,Bandipora,Arin,52,0,0,0,0,10,895,92,3,478,204,7,964,661,14,2367,2124,18,221,221
Jammu & Kashmir,Bandipora,Baktoor,15,0,7,188,0,3,100,6,0,0,0,1,27,14,1,49,47,3,142,142
Jammu & Kashmir,Bandipora,Bandipora,68,2,0,0,0,10,1285,110,10,1158,495,11,1793,1112,15,2921,2738,20,1970,1970
Jammu & Kashmir,Bandipora,Bonkoot,31,3,3,171,0,3,415,48,3,416,138,8,1209,788,8,1909,1611,3,291,291
Jammu & Kashmir,Bandipora,Ganstan,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,811,785,0,0,0
Jammu & Kashmir,Bandipora,Gurez,12,0,1,221,0,3,437,39,1,166,69,4,276,173,0,0,0,3,245,245
Jammu & Kashmir,Bandipora,Hajin,129,0,37,1364,0,1,45,5,8,290,120,7,267,189,71,5558,5254,5,217,217
Jammu & Kashmir,Bandipora,Naidkhay,42,0,10,385,0,3,291,41,3,192,63,4,267,147,22,2124,2047,0,0,0
Jammu & Kashmir,Bandipora,Nowgam,42,0,27,501,0,1,13,3,1,17,8,3,88,58,10,540,519,0,0,0
Jammu & Kashmir,Bandipora,Sumbal,74,0,16,447,0,4,75,6,5,221,78,11,695,402,38,2772,2649,0,0,0
Jammu & Kashmir,Bandipora,Tulail,49,0,28,880,0,1,31,4,11,590,236,3,370,225,4,257,227,2,70,70
Jammu & Kashmir,Baramulla,Baramulla,71,0,0,0,0,3,113,22,11,1191,418,12,921,582,13,2229,2092,32,3116,3116
Jammu & Kashmir,Baramulla,Bijhama,19,0,0,0,0,2,247,48,5,882,332,6,1220,816,5,470,401,1,127,127
Jammu & Kashmir,Baramulla,Boniyar,71,0,0,0,0,0,0,0,5,383,147,1,29,15,28,1562,1451,37,2249,2249
Jammu & Kashmir,Baramulla,Chandil Wangam,23,0,1,23,0,3,148,7,3,250,99,5,277,178,3,98,91,8,591,591
Jammu & Kashmir,Baramulla,Hardaboora,23,0,1,48,0,6,908,61,1,56,22,4,503,294,1,56,46,10,1125,1125
Jammu & Kashmir,Baramulla,Kandi Rafiabad,27,0,0,0,0,1,10,2,7,304,111,8,587,359,7,782,693,4,255,255
Jammu & Kashmir,Baramulla,Khaipora,35,0,0,0,0,4,317,49,8,401,177,4,148,94,9,558,478,10,420,420
Jammu & Kashmir,Baramulla,Kunzer,43,0,0,0,0,3,300,41,3,245,94,7,336,198,17,1773,1574,13,1122,1122
Jammu & Kashmir,Baramulla,Lalpora,17,0,4,902,0,1,25,6,3,692,291,5,738,519,3,519,495,1,121,121
Jammu & Kashmir,Baramulla,Nadihal,46,0,0,0,0,1,86,20,12,1826,779,16,1466,863,10,1807,1504,7,722,722
Jammu & Kashmir,Baramulla,Narwah,61,0,0,0,0,0,0,0,1,270,112,15,1270,847,15,1364,1267,30,3047,3047
Jammu & Kashmir,Baramulla,Noorkah,35,0,0,0,0,2,271,25,8,851,331,13,1623,952,10,1191,1008,2,202,202
Jammu & Kashmir,Baramulla,Paranpeela,75,0,0,0,0,18,2182,354,19,2797,1100,21,2939,1894,11,1402,1207,6,401,401
Jammu & Kashmir,Baramulla,Pattan,77,0,1,52,0,0,0,0,6,619,259,12,2104,1304,22,5462,4987,36,5836,5836
Jammu & Kashmir,Baramulla,Rafiabad,39,0,0,0,0,0,0,0,2,314,80,7,442,265,9,1335,1240,21,2564,2564
Jammu & Kashmir,Baramulla,Rohama,63,0,0,0,0,5,440,79,20,1360,508,18,1576,1034,14,1875,1578,6,741,741
