State,District,Block Name,Total Habitations as on 01/04/2021,Non PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations
,,Block Name,Total Habitations as on 01/04/2021,Non PWS Habitations,With FHTC Coverage = 0 %,With FHTC Coverage = 0 %,With FHTC Coverage = 0 %,With FHTC Coverage >0 and <25 %,With FHTC Coverage >0 and <25 %,With FHTC Coverage >0 and <25 %,With FHTC Coverage >=25 and <50 %,With FHTC Coverage >=25 and <50 %,With FHTC Coverage >=25 and <50 %,With FHTC Coverage >=50 and <75 %,With FHTC Coverage >=50 and <75 %,With FHTC Coverage >=50 and <75 %,With FHTC Coverage >=75 and <100 %,With FHTC Coverage >=75 and <100 %,With FHTC Coverage >=75 and <100 %,With FHTC Coverage >=100 %,With FHTC Coverage >=100 %,With FHTC Coverage >=100 %
,,Block Name,Total Habitations as on 01/04/2021,Non PWS Habitations,Habs,House Holds,House Connectons,Habs,House Holds,House Connectons,Habs,House Holds,House Connectons,Habs,House Holds,House Connectons,Habs,House Holds,House Connectons,Habs,House Holds,House Connectons
,,Total,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,"8,827","8,827"
Karnataka,Bagalkote,Badami,124,0,0,0,0,20,7738,1221,41,17345,5920,16,7254,4567,34,12473,10888,13,5227,5227
Karnataka,Bagalkote,Bagalkot,126,11,26,5765,0,20,11361,1705,14,5981,1989,14,6295,3857,11,7275,6255,30,15272,15272
Karnataka,Bagalkote,Bilagi,96,0,39,7389,0,15,6674,1064,13,7396,2969,12,7114,4814,7,5389,4569,10,3085,3085
Karnataka,Bagalkote,GULEDAGUDDA,40,0,1,62,0,2,896,73,9,4647,1653,7,2809,1667,14,6203,5566,7,2473,2473
Karnataka,Bagalkote,Hungund,94,0,23,10964,0,16,4700,348,6,1401,566,19,6688,4370,21,6816,5943,9,2008,2008
Karnataka,Bagalkote,ILKAL,81,0,24,7892,0,2,647,149,6,5288,2244,29,8855,5638,18,4807,4152,2,274,274
Karnataka,Bagalkote,Jamkhandi,257,22,158,5701,0,13,1695,286,14,7463,2965,19,15814,9940,10,6977,6237,21,14744,14744
Karnataka,Bagalkote,Mudhol,107,1,2,111,0,1,82,15,7,2116,904,41,19247,12477,32,25786,22374,23,9789,9789
Karnataka,Bagalkote,RABAKAVI BANAHATTI,144,31,63,2034,0,3,119,5,6,4541,1828,11,4641,2726,16,16359,14364,14,9148,9148
Karnataka,Ballari,Ballari,95,0,8,2640,0,21,9380,1012,24,10927,4024,18,9900,6435,18,13413,12132,6,5574,5574
Karnataka,Ballari,HADAGALLI,112,0,18,2438,0,16,4272,457,33,13221,5319,33,23615,15466,11,4291,3658,1,415,415
Karnataka,Ballari,HAGARIBOMMANAHALLI,99,0,60,17393,0,10,4749,664,10,4411,1682,12,5329,3500,6,4429,3914,1,370,370
Karnataka,Ballari,HARAPPANAHALLI,229,0,86,22392,0,80,27823,2578,43,12438,4315,13,7397,4256,6,968,789,1,156,156
Karnataka,Ballari,Hosapete,72,2,15,2431,0,22,10553,1380,18,6765,2296,4,2399,1259,6,3748,3045,5,2293,2293
Karnataka,Ballari,KAMPLI,50,1,24,5235,0,11,5390,736,5,5240,1539,4,1339,794,3,1381,1313,2,1220,1220
Karnataka,Ballari,Kottur,61,0,6,1763,0,36,14257,1452,14,4003,1289,4,824,455,0,0,0,1,141,141
Karnataka,Ballari,KUDLIGI,165,0,14,1401,0,85,33226,4552,48,9355,3355,8,918,537,8,680,549,2,291,291
Karnataka,Ballari,KURUGODU,53,0,16,3980,0,9,2931,414,7,2637,1191,7,4876,3240,9,5807,5072,5,1615,1615
Karnataka,Ballari,Sandur,116,4,67,19173,0,39,28932,1869,5,2272,668,0,0,0,1,160,150,0,0,0
Karnataka,Ballari,Siruguppa,132,1,30,1864,0,9,4768,723,29,14053,4956,25,8318,5197,12,6712,5488,26,11886,11886
Karnataka,Belagavi,Athni,338,0,166,22514,0,78,37027,3935,12,9690,3394,15,5536,3395,5,2154,1779,62,7010,7010
Karnataka,Belagavi,Belagavi,186,0,56,19822,0,30,22113,1526,13,8983,3361,23,15461,9539,26,27821,25400,38,20929,20929
Karnataka,Belagavi,Bylahongal,88,0,20,8309,0,15,8049,669,8,3261,1167,15,12041,7807,18,15072,13519,12,9911,9911
Karnataka,Belagavi,Chikodi,93,1,19,7206,0,28,19788,1582,8,5867,2489,18,12577,7663,11,10101,8189,8,3133,3133
Karnataka,Belagavi,Gokak,178,0,72,7471,0,17,5791,670,39,32065,11616,24,14367,8519,15,9430,8684,11,6989,6989
Karnataka,Belagavi,Hukeri,187,0,45,10743,0,17,8539,1463,24,18033,6660,35,24411,15615,35,20014,16646,31,10925,10925
Karnataka,Belagavi,Kagawada,32,0,5,737,0,13,7338,788,6,7671,2534,6,6603,3680,1,205,180,1,1018,1018
Karnataka,Belagavi,Khanapur,306,0,24,1028,0,145,28304,2612,32,9049,3141,24,7776,4804,14,3252,2844,67,10132,10132
Karnataka,Belagavi,KITTUR,56,0,16,3809,0,10,3728,461,4,1108,471,7,5598,3669,13,9926,8893,6,1404,1404
Karnataka,Belagavi,MUDALAGI,94,0,38,3762,0,14,5699,786,8,5029,1798,14,7412,4811,13,7439,6693,7,5934,5934
Karnataka,Belagavi,NIPPANI,59,0,23,10034,0,23,24475,3066,8,8687,3600,4,1391,842,0,0,0,1,283,283
Karnataka,Belagavi,Ramdurg,137,0,10,2805,0,40,17720,2627,31,17796,6588,8,3463,2057,18,9018,8139,30,9717,9717
Karnataka,Belagavi,Raybag,263,0,192,11674,0,23,19422,1527,6,3061,1256,12,10481,6852,18,10639,9309,12,3367,3367
Karnataka,Belagavi,Savadathi,145,0,24,3716,0,29,12351,1364,12,7377,3153,14,8317,5116,26,19859,17238,40,20821,20821
Karnataka,BENGALURU RURAL,Devanhalli,201,0,111,14135,0,36,7506,891,34,11630,4201,17,3394,2031,3,315,273,0,0,0
Karnataka,BENGALURU RURAL,Dodballapur,379,0,273,25579,0,57,21814,2265,29,8710,3038,18,4175,2472,2,630,555,0,0,0
Karnataka,BENGALURU RURAL,Hoskote,258,1,153,20780,0,10,7219,994,54,16496,6656,33,9441,5524,7,1520,1258,0,0,0
Karnataka,BENGALURU RURAL,Nelamangala,358,1,260,24396,0,74,11193,1064,17,6133,2308,4,876,540,2,320,307,0,0,0
Karnataka,Bengaluru Urban,Anekal,303,3,158,19164,0,31,28246,3946,82,35870,13183,17,5880,3446,12,2533,2256,0,0,0
Karnataka,Bengaluru Urban,Bengaluru East,80,0,33,5294,0,17,12659,1646,27,13560,4520,3,404,231,0,0,0,0,0,0
Karnataka,Bengaluru Urban,Bengaluru North,164,1,104,21102,0,13,6530,1303,31,19441,6645,10,4079,2358,5,1248,1015,0,0,0
Karnataka,Bengaluru Urban,Bengaluru South,280,0,188,19667,0,47,45354,4564,36,10971,4027,6,1365,841,3,147,138,0,0,0
Karnataka,Bengaluru Urban,YELAHANKA,176,2,86,12551,0,27,14843,1058,45,17762,6183,12,3590,2227,4,2156,1676,0,0,0
