State,District,Block Name,Total Habitations as on 01/04/2020,Non PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations
,,Block Name,Total Habitations as on 01/04/2020,Non PWS Habitations,With FHTC Coverage = 0 %,With FHTC Coverage = 0 %,With FHTC Coverage = 0 %,With FHTC Coverage >0 and <25 %,With FHTC Coverage >0 and <25 %,With FHTC Coverage >0 and <25 %,With FHTC Coverage >=25 and <50 %,With FHTC Coverage >=25 and <50 %,With FHTC Coverage >=25 and <50 %,With FHTC Coverage >=50 and <75 %,With FHTC Coverage >=50 and <75 %,With FHTC Coverage >=50 and <75 %,With FHTC Coverage >=75 and <100 %,With FHTC Coverage >=75 and <100 %,With FHTC Coverage >=75 and <100 %,With FHTC Coverage >=100 %,With FHTC Coverage >=100 %,With FHTC Coverage >=100 %
,,Block Name,Total Habitations as on 01/04/2020,Non PWS Habitations,Habs,House Holds,House Connectons,Habs,House Holds,House Connectons,Habs,House Holds,House Connectons,Habs,House Holds,House Connectons,Habs,House Holds,House Connectons,Habs,House Holds,House Connectons
,,Total,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,"8,827","8,827"
Kerala,Alappuzha,Ambalappuzha,85,0,0,0,0,10,12842,2626,10,7683,2649,22,11252,6823,29,11997,10478,14,5463,5463
Kerala,Alappuzha,Aryad,80,0,0,0,0,12,6828,1307,27,14507,5404,27,13221,8115,12,5610,4814,2,781,781
Kerala,Alappuzha,Bharanicavu,107,0,0,0,0,72,37316,4740,28,14427,5046,6,3158,1914,1,487,382,0,0,0
Kerala,Alappuzha,Champakulam,87,0,0,0,0,13,5944,998,31,12361,4846,34,12573,7729,9,3040,2591,0,0,0
Kerala,Alappuzha,Chengannur,132,3,67,25786,0,28,10160,1001,12,4193,1501,16,6243,3746,5,1964,1700,1,365,365
Kerala,Alappuzha,Harippad,112,0,0,0,0,3,1064,237,38,11882,4778,37,14233,8523,34,12463,11549,0,0,0
Kerala,Alappuzha,Kanjikkuzhy,95,0,0,0,0,6,4018,873,32,17374,6140,42,19773,12624,14,6102,5008,1,375,375
Kerala,Alappuzha,Mavelikkara,79,0,0,0,0,44,23085,2027,24,10954,3766,9,3915,2331,2,1012,814,0,0,0
Kerala,Alappuzha,Muthukulam,113,0,0,0,0,32,15353,2260,21,9930,3665,35,14620,8755,19,8820,8037,6,2758,2758
Kerala,Alappuzha,Pattanakkad,122,0,0,0,0,1,625,147,16,8230,3309,20,8967,5461,42,19701,16894,43,17648,17648
Kerala,Alappuzha,Thycattussery,76,0,0,0,0,0,0,0,4,3140,1481,27,16814,10168,45,19053,15706,0,0,0
Kerala,Alappuzha,Veliyanad,81,0,16,6549,0,32,12381,1032,9,2892,1183,20,4947,3077,4,969,765,0,0,0
Kerala,Ernakulam,,18,0,0,0,0,1,643,158,0,0,0,6,2947,1883,6,2624,2267,5,2073,2073
Kerala,Ernakulam,Alangad,78,0,0,0,0,2,779,46,6,2844,1247,36,17609,11476,28,14078,12368,6,2766,2766
Kerala,Ernakulam,Angamali,136,0,0,0,0,57,25073,2943,45,18714,6646,29,10473,6300,5,1749,1470,0,0,0
Kerala,Ernakulam,Edappally,69,0,0,0,0,0,0,0,0,0,0,6,2532,1747,26,12590,11398,37,15826,15826
Kerala,Ernakulam,Koovappady,98,0,0,0,0,36,17255,3181,44,20019,6818,7,2451,1398,5,1122,909,6,1157,1157
Kerala,Ernakulam,Kothamangalam,147,0,0,0,0,34,16273,2679,66,30264,11270,40,15827,8924,6,1489,1178,1,294,294
Kerala,Ernakulam,Mulanthuruthy,80,0,0,0,0,8,3556,689,40,19442,8181,31,12835,7242,1,302,261,0,0,0
Kerala,Ernakulam,Muvattupuzha,116,0,0,0,0,7,2588,549,58,23435,8841,43,15279,9205,8,2607,2304,0,0,0
Kerala,Ernakulam,Palluruthy,38,0,0,0,0,0,0,0,0,0,0,1,506,345,14,6288,5760,23,9416,9416
Kerala,Ernakulam,Pampakuda,78,0,0,0,0,7,2540,450,41,15028,5996,30,10124,5881,0,0,0,0,0,0
Kerala,Ernakulam,Parakkadav,87,0,4,1629,0,40,18625,1738,26,11686,3692,13,5889,3430,3,1255,1125,1,326,326
Kerala,Ernakulam,Paravur,92,0,0,0,0,3,1821,393,13,6389,2604,8,3389,2305,56,26765,23783,12,5189,5189
Kerala,Ernakulam,Vadavucode,98,0,0,0,0,34,18106,3870,56,26285,8100,7,2821,1467,1,409,353,0,0,0
Kerala,Ernakulam,Vazhakkulam,120,0,1,669,0,43,22716,3945,31,16687,5935,30,15913,10019,15,7076,5714,0,0,0
Kerala,Ernakulam,Vypeen,83,0,0,0,0,0,0,0,11,6325,2838,10,4743,2931,42,19274,16657,20,9817,9817
Kerala,Idukki,Adimaly,84,1,24,9420,0,23,9155,1126,27,10900,3933,8,3709,2263,1,224,200,0,0,0
Kerala,Idukki,Azhutha,104,0,27,11440,0,51,22724,2472,19,6859,2658,3,1507,848,2,702,591,2,401,401
Kerala,Idukki,Devikulam,130,31,45,15103,0,17,5633,374,7,1350,506,16,4386,2795,11,2474,2139,3,644,644
Kerala,Idukki,Elemdesam,101,0,0,0,0,45,14633,1842,25,8208,2913,14,4879,3021,8,2661,2284,9,3132,3132
Kerala,Idukki,Idukki,93,0,32,10861,0,19,7848,979,9,3780,1319,17,5836,3477,13,4871,4107,3,1220,1220
Kerala,Idukki,Kattappana,94,0,34,13626,0,28,12936,1136,21,8286,2878,6,2072,1265,5,2013,1771,0,0,0
Kerala,Idukki,Nedumkandom,108,19,29,10629,0,33,13125,1637,17,6736,2486,7,2750,1688,3,1115,981,0,0,0
Kerala,Idukki,Thodupuzha,78,0,1,305,0,27,10308,890,20,5185,1838,13,3705,2405,11,3151,2724,6,1592,1592
Kerala,Kannur,Edakkad,70,0,0,0,0,7,2524,529,42,15322,5745,19,5743,3429,2,657,523,0,0,0
Kerala,Kannur,Irikkur,142,0,32,13071,0,45,15801,1967,17,5981,2019,23,7811,4820,21,4813,4065,4,643,643
Kerala,Kannur,Iritty,96,14,30,9312,0,13,4144,607,30,11240,4021,3,913,488,3,520,471,3,160,160
Kerala,Kannur,Kalliasseri,130,0,6,2643,0,24,8665,1042,33,12613,4794,52,18769,11688,14,4660,3836,1,300,300
Kerala,Kannur,Kannur,79,0,0,0,0,21,11234,2326,38,20143,7230,14,3990,2439,6,1525,1244,0,0,0
Kerala,Kannur,Kuthuparamba,119,20,19,7287,0,57,22162,1819,19,6328,2254,4,1424,816,0,0,0,0,0,0
Kerala,Kannur,Panoor,50,0,15,5506,0,22,7664,974,9,3487,1135,4,1506,820,0,0,0,0,0,0
Kerala,Kannur,Payyannur,124,13,27,10619,0,50,20329,2435,20,7401,2572,9,2984,1850,5,1603,1378,0,0,0
Kerala,Kannur,Peravoor,100,49,17,5232,0,29,10185,766,3,858,325,2,774,484,0,0,0,0,0,0
Kerala,Kannur,Taliparamba,139,11,22,10105,0,67,34858,4537,30,13653,4619,9,2858,1728,0,0,0,0,0,0
Kerala,Kannur,Thalassery,117,0,4,1073,0,14,4666,919,40,14828,5288,45,16977,10263,13,4397,3677,1,314,314
Kerala,Kasaragod,Kanhangad,98,1,5,2107,0,49,21071,2516,20,8643,3093,14,5438,3269,8,2844,2466,1,369,369
Kerala,Kasaragod,Karadka,107,1,6,1964,0,72,24106,1508,14,3680,1509,10,2330,1298,3,576,493,1,80,80
Kerala,Kasaragod,Kasargod,102,2,1,602,0,87,37548,1642,11,3688,1155,1,355,195,0,0,0,0,0,0
Kerala,Kasaragod,Manjeshwar,147,4,13,5253,0,75,30459,2639,33,11749,4336,17,5437,3477,5,1737,1449,0,0,0
Kerala,Kasaragod,Nileshwar,98,0,8,2819,0,57,21647,1982,11,3153,1113,14,4382,2769,6,1749,1455,2,625,625
Kerala,Kasaragod,Parappa,115,2,10,3724,0,60,24823,3606,39,16008,5728,3,1223,737,1,379,289,0,0,0
Kerala,Kollam,Anchal,139,0,3,1276,0,113,51292,4744,20,9235,3313,3,1473,791,0,0,0,0,0,0
Kerala,Kollam,Chadayamangalam,139,0,6,2327,0,98,45462,5180,28,12097,3993,2,823,483,4,1059,861,1,220,220
Kerala,Kollam,Chavara,95,0,6,3077,0,4,2054,110,4,2415,1015,42,21703,13939,30,18880,16181,9,3830,3830
Kerala,Kollam,Chittumala,108,0,0,0,0,32,13216,1760,42,15931,5909,13,5285,3327,8,2578,2215,13,2775,2775
Kerala,Kollam,Ithikkara,95,0,0,0,0,39,18547,2290,29,13538,4960,22,9841,5665,5,1592,1379,0,0,0
Kerala,Kollam,Kottarakkara,87,0,9,4252,0,50,22663,2512,22,9468,3418,4,1582,886,2,811,708,0,0,0
Kerala,Kollam,Mukhathala,111,0,0,0,0,19,10663,1861,46,24736,9287,42,22643,13664,4,2100,1645,0,0,0
