State,District,Block Name,Total Habitations as on 01/04/2020,Non PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations,PWS Habitations
,,Block Name,Total Habitations as on 01/04/2020,Non PWS Habitations,With FHTC Coverage = 0 %,With FHTC Coverage = 0 %,With FHTC Coverage = 0 %,With FHTC Coverage >0 and <25 %,With FHTC Coverage >0 and <25 %,With FHTC Coverage >0 and <25 %,With FHTC Coverage >=25 and <50 %,With FHTC Coverage >=25 and <50 %,With FHTC Coverage >=25 and <50 %,With FHTC Coverage >=50 and <75 %,With FHTC Coverage >=50 and <75 %,With FHTC Coverage >=50 and <75 %,With FHTC Coverage >=75 and <100 %,With FHTC Coverage >=75 and <100 %,With FHTC Coverage >=75 and <100 %,With FHTC Coverage >=100 %,With FHTC Coverage >=100 %,With FHTC Coverage >=100 %
,,Block Name,Total Habitations as on 01/04/2020,Non PWS Habitations,Habs,House Holds,House Connectons,Habs,House Holds,House Connectons,Habs,House Holds,House Connectons,Habs,House Holds,House Connectons,Habs,House Holds,House Connectons,Habs,House Holds,House Connectons
,,Total,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,"8,827","8,827"
Dadra & Nagar Haveli And Daman & Diu,Dadra And Nagar Haveli,,6,0,2,715,0,3,5765,978,1,101,33,0,0,0,0,0,0,0,0,0
Dadra & Nagar Haveli And Daman & Diu,Dadra And Nagar Haveli,,5,0,0,0,0,3,2164,303,0,0,0,2,1818,1033,0,0,0,0,0,0
Dadra & Nagar Haveli And Daman & Diu,Dadra And Nagar Haveli,,4,0,0,0,0,1,559,97,0,0,0,2,854,569,1,703,556,0,0,0
Dadra & Nagar Haveli And Daman & Diu,Dadra And Nagar Haveli,,19,9,2,991,0,3,1337,227,3,1159,486,2,883,498,0,0,0,0,0,0
Dadra & Nagar Haveli And Daman & Diu,Dadra And Nagar Haveli,,8,0,1,60,0,2,1793,322,0,0,0,2,1417,960,1,669,548,2,413,413
Dadra & Nagar Haveli And Daman & Diu,Dadra And Nagar Haveli,,23,11,4,852,0,0,0,0,1,84,27,1,107,80,2,215,181,4,1529,1529
Dadra & Nagar Haveli And Daman & Diu,Dadra And Nagar Haveli,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,510,491,6,2587,2587
Dadra & Nagar Haveli And Daman & Diu,Dadra And Nagar Haveli,,9,2,0,0,0,2,1449,196,2,1827,606,2,997,704,0,0,0,1,284,284
Dadra & Nagar Haveli And Daman & Diu,Dadra And Nagar Haveli,,8,0,0,0,0,7,15526,2187,0,0,0,0,0,0,1,238,180,0,0,0
Dadra & Nagar Haveli And Daman & Diu,Dadra And Nagar Haveli,Dadra Nagar Haveli,6,3,0,0,0,1,3385,233,1,1142,349,1,220,123,0,0,0,0,0,0
Dadra & Nagar Haveli And Daman & Diu,Daman,Daman,22,0,5,664,0,6,16395,889,8,9285,3350,2,603,345,1,504,393,0,0,0
Dadra & Nagar Haveli And Daman & Diu,Diu,Diu,4,0,0,0,0,1,2058,302,0,0,0,1,2421,1735,1,425,350,1,448,448
